Name,Age,Gender,City,Food_Preference,Sleep_Schedule,Cleanliness_Level,Smoking_Drinking,Personality_Description,Ideal_Roommate,Summary
User1372,22,Female,Ahmedabad,Non-Vegetarian,Flexible,Moderately Clean,Yes,"Loves cooking, listens to music while studying","Minimalist, prefers clean and peaceful room","🏡 Housing Preferences:

Preferred Location: Ahmedabad  
Preferred Accommodation: Apartment or House  
Budget: Flexible  

📅 Availability:

Move-in Date: Flexible  
Lease Duration: Flexible  

👩‍💻 About Me:

I am a student pursuing my degree in Business Administration. I am a friendly and easy-going person who enjoys cooking in my free time. I like to listen to music while studying and value a peaceful and clean living environment. I am looking for a roommate who shares similar preferences and values cleanliness and minimalism. 

🔍 Additional Information:

I am open to discussing any preferences or requirements for potential roommates. Feel free to reach out to me if you think we would be a good fit as roommates!"
User6671,20,Female,Hyderabad,Eggetarian,Early riser,Very Clean,Occasionally,"Spiritual, practices yoga, needs silence in mornings","Studious, respects space, loves cricket","🏡 Housing Preferences:
- Location: Hyderabad
- Budget: Flexible
- Roommate Gender: Any
- Roommate Age: 20-25
- Roommate Must-Haves: Cleanliness, respect for personal space

🎯 Roommate Compatibility:
- Study habits: Quiet and focused
- Lifestyle: Non-smoker preferred
- Interests: Cricket enthusiast
- Communication style: Open and respectful

📅 Availability:
- Move-in Date: Flexible
- Lease Length: 6 months to 1 year
- Preferred Housing Type: Apartment or shared flat"
User1256,21,Male,Mumbai,Vegetarian,Flexible,Very Clean,No,"Enjoys movies, keeps shared areas clean","Quiet, non-smoker, prefers early mornings","They are open to living with any gender and are looking for a roommate who is respectful, responsible, and easy to communicate with. They value a peaceful living environment and prioritize cleanliness and mutual respect in shared spaces."
User5009,18,Female,Kolkata,Vegetarian,Flexible,Very Clean,Yes,"Focused student, prefers early mornings and chai","Night owl, enjoys late-night discussions","Their hobbies and interests include reading, painting, and watching movies. They are currently studying in college and majoring in English Literature.

User5009 is looking for a roommate who is respectful of their vegetarian diet and clean habits, while also being open to late-night discussions and hanging out. They are open to different lifestyles and are looking for a roommate who is compatible with their own routine and personality."
User5739,21,Other,Jaipur,Non-Vegetarian,Flexible,Messy,Occasionally,"Late night gamer, loves anime and group activities","Similar sleep schedule, respectful of boundaries","🏠 Preferences for a living situation: 
- A private bedroom 
- Shared living spaces 
- Close to public transportation 
- Budget-friendly rent 

🎯 Future goals: 
- Graduate with a degree in Computer Science 
- Secure a job in the tech industry 
- Travel to Japan to experience the culture firsthand 

🌟 Fun facts: 
- Enjoys playing basketball in their free time 
- Can cook a mean spaghetti carbonara 
- Dreams of attending a gaming convention in the future"
User5944,20,Other,Ahmedabad,Vegetarian,Night owl,Moderately Clean,No,"Introverted, enjoys quiet time, loves reading novels","Night owl, enjoys late-night discussions",Their ideal roommate would also be clean and respectful of their quiet time for reading.
User3869,28,Other,Lucknow,Eggetarian,Night owl,Very Clean,No,"Spiritual, practices yoga, needs silence in mornings","Night owl, enjoys late-night discussions","Overall, User3869 seems to be a health-conscious, spiritually inclined individual who values cleanliness and quiet mornings. They would likely appreciate a roommate who shares similar lifestyle habits and interests, such as being a night owl and engaging in deep conversations late at night."
User6222,24,Female,Bangalore,Non-Vegetarian,Night owl,Very Clean,Occasionally,"Chatty and helpful, often invites friends over","Similar sleep schedule, respectful of boundaries","Their hobbies and interests include reading, cooking, and watching movies. They are studying for their Master's degree in Business Administration and are looking for a quiet and focused environment to study in. They are open to sharing meals occasionally and are looking for a roommate who is sociable but also respects their need for quiet study time."
User4692,22,Other,Bangalore,Non-Vegetarian,Early riser,Messy,No,"Spiritual, practices yoga, needs silence in mornings","Night owl, enjoys late-night discussions","🏡 Housing Preferences:
- Preferred location: Bangalore
- Ideal accommodation: Shared apartment or house
- Budget: Moderate
- Length of stay: Long-term

💼 Occupation:
- Occupation: Student
- Field of study: Other
- Work schedule: Flexible

🌿 Lifestyle Preferences:
- Hobbies: Yoga, reading, meditation
- Social preferences: Introverted, enjoys deep conversations
- Cleanliness level: Messy
- Party habits: Rarely parties

🤝 Roommate Preferences:
- Age range: 20-25
- Gender: Any
- Lifestyle: Night owl, enjoys late-night discussions
- Cleanliness level: Flexible
- Smoking/drinking habits: Non-smoker, non-drinker

📅 Availability:
- Move-in date: Flexible
- Availability for meetups: Weekends or evenings

📧 Contact Information:
- Email: user4692@example.com
- Phone number: Available upon request"
User9683,20,Female,Hyderabad,Non-Vegetarian,Early riser,Moderately Clean,Occasionally,"Extroverted, loves socializing, watches late-night IPL","Minimalist, prefers clean and peaceful room",Their preferred roommate should also be a non-vegetarian and open to occasional smoking or drinking. They would enjoy living with someone who is social and enjoys watching sports like IPL.
User7079,19,Other,Hyderabad,Vegetarian,Night owl,Moderately Clean,Occasionally,"Enjoys movies, keeps shared areas clean","Studious, respects space, loves cricket","🏠 Preferences:
- Location: Hyderabad
- Budget: Moderate
- Roommate Gender: Any
- Roommate Age: 18-25
- Roommate Type: Student or Working Professional

🌟 Interests:
- Watching movies
- Cricket
- Reading
- Traveling

🤝 Habits:
- Enjoys socializing but also values personal space
- Keeps shared areas clean
- Night owl sleep routine

🍽️ Food Preferences:
- Vegetarian diet

🚭🍷 Smoking/Drinking:
- Occasionally

💬 About Me:
I am a 19-year-old student from Hyderabad who enjoys watching movies, playing cricket, and traveling. I follow a vegetarian diet and have a night owl sleep routine. I am moderately clean and enjoy socializing with roommates while also respecting personal space. I am looking for a roommate who is studious, respects space, and loves cricket."
User1647,19,Male,Jaipur,Eggetarian,Flexible,Messy,Yes,"Chatty and helpful, often invites friends over","Similar sleep schedule, respectful of boundaries","🏡 Preferred Living Arrangement:
User1647 is looking for a roommate who is respectful of boundaries and has a similar sleep schedule. They prefer a living environment that is clean and organized, even though their own cleanliness level is described as ""Messy"". They are open to having friends over and enjoy socializing, so a roommate who is friendly and sociable would be a good fit.

🚭🍷 Smoking and Drinking Habits:
User1647 smokes and drinks, so they would prefer a roommate who is comfortable with these habits or shares similar habits. 

🍳🥦 Diet:
User1647 follows an Eggetarian diet, which means they consume eggs but no other animal products. They may prefer a roommate who is open to or follows a similar dietary lifestyle.

👥 Personality Traits:
User1647 is described as chatty and helpful, often inviting friends over. They enjoy socializing and may be looking for a roommate who is friendly and sociable. 

Overall, User1647 is looking for a roommate who is understanding of their habits and preferences, respectful of boundaries, and compatible in terms of lifestyle and personality traits."
User6455,22,Male,Hyderabad,Vegetarian,Flexible,Very Clean,Occasionally,"Chatty and helpful, often invites friends over","Similar sleep schedule, respectful of boundaries","🏠 Preferred Living Arrangement:  
User6455 prefers a clean and organized living space. They enjoy having friends over occasionally but also value their privacy and quiet time.  

💰 Rent Budget:  
User6455 is looking for a roommate to split the rent and utilities costs. They are open to discussing budget and sharing responsibilities fairly.  

📍 Location Preference:  
User6455 prefers a location in Hyderabad with easy access to public transportation, grocery stores, and other amenities.  

👫 Compatibility Preferences:  
User6455 is looking for a roommate who is friendly, respectful, and easy to communicate with. They value open and honest communication to ensure a harmonious living environment.  

📅 Move-In Date:  
User6455 is flexible with the move-in date and is willing to coordinate with their potential roommate to find a mutually convenient time.  

📧 Contact Information:  
If you think you could be a good match for User6455 as a roommate, feel free to reach out to them for further discussions and to arrange a meeting."
User4350,24,Male,Ahmedabad,Non-Vegetarian,Night owl,Moderately Clean,No,"Studies long hours, needs cooperative environment","Non-smoker, introverted and cooperative","Overall, User4350 seems to be a dedicated and hardworking individual who values a harmonious living environment. Their preference for a non-smoking, introverted roommate who is cooperative suggests that they prioritize peace and quiet in their living space. They may appreciate a roommate who respects their study habits and values a clean and organized living space."
User6053,22,Female,Ahmedabad,Non-Vegetarian,Night owl,Very Clean,Occasionally,"Chatty and helpful, often invites friends over","Non-smoker, introverted and cooperative","They are currently studying Computer Science at a university in Ahmedabad and are looking for a roommate who is respectful of their study habits and personal space. They enjoy socializing but also value quiet time for studying and relaxation. 

Overall, they are looking for a roommate who is clean, responsible, and respectful of shared living spaces."
User4328,23,Female,Lucknow,Vegetarian,Flexible,Very Clean,Occasionally,"Focused student, prefers early mornings and chai","Quiet, non-smoker, prefers early mornings","🏡 Housing Preferences:
- Looking for a shared accommodation in Lucknow.
- Budget-friendly options preferred.
- Prefer a clean and organized living space.

📚 Education:
- Currently pursuing a Bachelor's degree in Economics at Lucknow University.
- Dedicated and hardworking student with a strong focus on academics.

💼 Work:
- Part-time job as a tutor for high school students.
- Looking for opportunities to gain more work experience in the field of economics.

🌟 Interests:
- Enjoys reading books on economics and current affairs.
- Loves exploring new cafes and trying different types of tea.
- Enjoys outdoor activities like hiking and cycling.

👥 About Me:
I am a responsible and organized individual who values a peaceful and quiet living environment. I am focused on my studies and work, but also enjoy socializing and meeting new people. I believe in maintaining a healthy work-life balance and am looking for a roommate who shares similar values."
User5272,26,Other,Jaipur,Eggetarian,Night owl,Moderately Clean,Yes,"Loves cooking, listens to music while studying","Non-smoker, introverted and cooperative","Their hobbies include: Cooking, listening to music, reading, and watching movies.  
They are currently studying towards a degree in Computer Science.  
In their free time, they enjoy exploring new restaurants and cafes in the city."
User4768,24,Other,Hyderabad,Non-Vegetarian,Flexible,Messy,Occasionally,"Late night gamer, loves anime and group activities",Enjoys shared meals and group chats,"Their hobbies and interests include gaming, watching anime, and participating in group activities. They are looking for a roommate who enjoys shared meals and group chats, indicating a desire for social interaction and a sense of community in their living environment. Their flexible sleep routine suggests they may be open to different schedules and lifestyles, making them adaptable and easy to live with. Their messy cleanliness level may require a roommate who is understanding and patient with their organizational habits. Overall, User4768 seems like a sociable and fun roommate to have."
User9005,28,Other,Kolkata,Non-Vegetarian,Early riser,Messy,No,"Focused student, prefers early mornings and chai","Clean and organized, no frequent guests",They are currently studying at a university in Kolkata and are looking for a roommate who shares similar lifestyle habits and preferences.
User9954,25,Male,Ahmedabad,Eggetarian,Early riser,Messy,Yes,"Extroverted, loves socializing, watches late-night IPL","Quiet, non-smoker, prefers early mornings","🏠 Preferred Accommodation:  
- Location: Ahmedabad  
- Budget: Flexible  
- Roommate Preferences: Quiet, non-smoker, early riser  

💼 Occupation: Student/Working Professional  
📅 Preferred Move-in Date: Flexible  

📝 Additional Information:  
- Enjoys cooking and trying new recipes  
- Enthusiastic about fitness and outdoor activities  
- Values privacy and personal space  
- Interested in exploring new hobbies and interests with a roommate  

📧 Contact User9954 at [email protected] for further inquiries or to discuss potential roommate opportunities."
User1104,24,Male,Hyderabad,Vegetarian,Flexible,Very Clean,Yes,"Loves cooking, listens to music while studying","Night owl, enjoys late-night discussions","Their preferred living environment is: Quiet and peaceful.  
They are looking for a roommate who is respectful, friendly, and open to occasional socializing.  
They are open to living with both male and female roommates.  
Their hobbies include cooking, listening to music, and watching movies.  
Overall, they are a responsible and considerate individual looking for a compatible roommate to share a living space with."
User8471,23,Male,Jaipur,Eggetarian,Flexible,Messy,No,"Chatty and helpful, often invites friends over","Quiet, non-smoker, prefers early mornings","They are currently studying Computer Science at a local college and enjoy coding in their free time.  
They are also a fan of gaming and love to play online multiplayer games with friends.

They are looking for a roommate who is respectful of their study time and space, but also enjoys occasional socializing.  
They prefer a peaceful living environment where they can focus on their studies and hobbies.

Overall, they are seeking a compatible roommate who shares similar lifestyle preferences and values a harmonious living situation."
User1108,26,Other,Lucknow,Vegetarian,Early riser,Messy,Occasionally,"Minimalist, avoids clutter, prefers peaceful environment","Night owl, enjoys late-night discussions","Their hobbies and interests include: Reading, yoga, meditation, and exploring new vegetarian recipes.  
They are currently studying for a degree in Environmental Science.

Overall, User1108 is a laid-back, environmentally conscious individual seeking a roommate who shares similar interests and values."
User5697,18,Other,Lucknow,Vegetarian,Early riser,Very Clean,Occasionally,"Focused student, prefers early mornings and chai","Similar sleep schedule, respectful of boundaries","🏡 Preferences for a Living Space:

User5697 prefers a clean and organized living space. They enjoy a quiet and peaceful environment for studying and relaxing. 

🌿 Lifestyle and Hobbies:

In their free time, User5697 enjoys reading, watching movies, and going for walks. They also have a passion for cooking and trying out new vegetarian recipes. 

👫 Interests and Social Life:

User5697 is a focused student who values their academic success. They prefer to have a small circle of close friends and enjoy spending time with them in a quiet setting. 

💬 Communication Style:

User5697 is a good listener and values open and honest communication. They appreciate roommates who are respectful and considerate in their interactions. 

🔑 Key Traits:

- Responsible
- Organized
- Respectful
- Focused
- Friendly

🌟 Overall, User5697 is seeking a roommate who shares similar lifestyle preferences and values a peaceful and respectful living environment."
User4144,27,Other,Chennai,Non-Vegetarian,Night owl,Moderately Clean,Yes,"Late night gamer, loves anime and group activities","Open-minded, talkative, doesn't mind visitors","🏠 Preferred accommodation: An apartment or shared house in a lively neighborhood with easy access to transportation and amenities. 

💼 Occupation: Currently working as a software engineer in a tech company. 

🌟 Interests: Gaming, watching anime, attending group events and parties, trying out new restaurants and cafes. 

👫 Preferred roommate gender: Any. 

🐶 Pet preferences: Open to living with pets, especially cats or small dogs. 

💰 Budget: Looking for a roommate with a similar budget for rent and utilities. 

📍 Preferred move-in date: Flexible, but preferably within the next month or two."
User8520,27,Male,Hyderabad,Non-Vegetarian,Flexible,Very Clean,Occasionally,"Introverted, enjoys quiet time, loves reading novels","Friendly, okay with music, respects privacy","Their hobbies/interests include: Reading, listening to music, watching movies, and exploring new cafes and restaurants.

User8520 is a responsible and considerate individual who values their personal space and privacy. They are looking for a roommate who is easy-going, respectful, and enjoys some quiet time as well. If you think you would be a good match, feel free to reach out to them for further discussion."
User7640,24,Female,Ahmedabad,Non-Vegetarian,Early riser,Messy,Yes,"Focused student, prefers early mornings and chai","Friendly, okay with music, respects privacy","🏠 Preferred Accommodation:
- Location: Ahmedabad
- Type: Apartment/flat
- Budget: Flexible
- Duration: Long-term

🔍 Additional Information:
- Hobbies: Reading, watching movies, exploring new cafes
- Work/School: Currently pursuing a degree in Engineering
- Pet-friendly: No
- Allergies: None

🤝🏼 If you think you would be a good match as a roommate for User7640, feel free to reach out to them for further discussion and to see if it would be a good fit!"
User9189,24,Other,Pune,Eggetarian,Early riser,Messy,Yes,"Loves cooking, listens to music while studying","Similar sleep schedule, respectful of boundaries","Their hobbies/interests include cooking, listening to music, and studying.  
They are currently studying at a university in Pune.  
Their ideal roommate would have a similar sleep schedule and be respectful of boundaries.  
They enjoy socializing and meeting new people, but also value their alone time.  
Overall, they are a friendly and responsible individual looking for a compatible roommate to share a living space with."
User8790,22,Male,Mumbai,Eggetarian,Night owl,Messy,Occasionally,"Introverted, enjoys quiet time, loves reading novels","Clean and organized, no frequent guests","🏠 Preferred Living Arrangement:
- Location: Mumbai
- Budget: Moderate
- Roommate Gender: Any
- Roommate Age: 20-30
- Roommate Occupation: Student or young professional

📅 Move-in Date: Flexible

📚 Interests:
- Reading novels
- Watching movies
- Cooking
- Listening to music

🔍 Additional Information:
User8790 is a calm and independent individual who values personal space and a peaceful living environment. They are looking for a roommate who shares similar values and respects each other's privacy. If you think you would be a good match, feel free to reach out to User8790 for further discussions."
User6152,18,Male,Jaipur,Vegetarian,Flexible,Moderately Clean,Yes,"Minimalist, avoids clutter, prefers peaceful environment","Clean and organized, no frequent guests","🏡 Preferred Accommodation:
- Location: Jaipur, near educational institutions
- Budget: Flexible, looking for affordable options
- Amenities: Preferably furnished, with access to kitchen and laundry facilities

📚 Academic Details:
- Currently pursuing a Bachelor's degree in Computer Science
- Interested in programming and technology-related subjects
- Dedicated to academic success and maintaining a good GPA

🎯 Goals and Interests:
- Seeking a quiet and focused environment for studying
- Interested in joining coding clubs or technology-related extracurricular activities
- Planning to pursue a career in software development or IT industry

🌟 Why choose this student as a roommate:
- Responsible and respectful of personal space
- Easy-going and cooperative in shared living spaces
- Can contribute to a harmonious and conducive living environment for studying and relaxation."
User4939,27,Female,Ahmedabad,Non-Vegetarian,Night owl,Messy,Yes,"Extroverted, loves socializing, watches late-night IPL","Night owl, enjoys late-night discussions","Prefers a non-vegetarian diet and is okay with smoking or drinking.  
Is okay with a messy living environment.  
Enjoys socializing and watching late-night sports events like IPL."
User6666,18,Male,Lucknow,Vegetarian,Early riser,Moderately Clean,Occasionally,"Enjoys movies, keeps shared areas clean","Studious, respects space, loves cricket","🏠 Accommodation Preferences:

Preferred accommodation type: Apartment  
Preferred room type: Private room  
Budget: $500-700/month  
Preferred location: Near their university in Lucknow

📅 Availability:

Available to move in: August 2021  
Minimum stay: 1 year  
Preferred lease term: 12 months  

🤝🏽 Additional Information:

User6666 is a friendly and responsible individual looking for a like-minded roommate to share a living space with. They value respect for personal space and cleanliness in shared areas. They enjoy watching movies and playing cricket in their free time. If you think you'd be a good match as a roommate, feel free to reach out to User6666 for further discussion."
User7499,23,Male,Chennai,Non-Vegetarian,Night owl,Very Clean,No,"Studies long hours, needs cooperative environment","Open-minded, talkative, doesn't mind visitors","User7499 is currently studying for their Bachelor's degree in Computer Science and is dedicated to their academics. They are seeking a roommate who is open-minded, talkative, and comfortable with visitors. They value a cooperative environment for studying and living. Additionally, they maintain a very clean living space and do not smoke or drink. If you match their ideal roommate qualities, consider reaching out to User7499 for a potential living arrangement in Chennai."
User8075,20,Other,Jaipur,Eggetarian,Night owl,Very Clean,Occasionally,"Minimalist, avoids clutter, prefers peaceful environment","Similar sleep schedule, respectful of boundaries","Overall, User8075 seems like a responsible and tidy individual who values a peaceful living environment. They would likely be a considerate and easy-going roommate for someone who shares similar lifestyle preferences."
User2204,19,Female,Bangalore,Non-Vegetarian,Flexible,Messy,Yes,"Spiritual, practices yoga, needs silence in mornings","Non-smoker, introverted and cooperative","Their hobbies/interests include reading, painting, and exploring new cafes in the city.  
They are studying Computer Science at a local university and are in their second year.  
They are looking for a roommate to share a 2-bedroom apartment in the city, preferably in the Koramangala area.  
Their budget for rent is around 15,000-20,000 INR per month."
User6909,19,Male,Delhi,Non-Vegetarian,Night owl,Moderately Clean,No,"Extroverted, loves socializing, watches late-night IPL","Clean and organized, no frequent guests","💼 In terms of their academic and career interests, they are pursuing a degree in Business Administration and hope to work in the marketing or finance industry in the future.

🏠 As a roommate, they prefer a quiet and respectful living environment where they can focus on their studies and personal growth. They are open to occasional social gatherings but value a peaceful living space overall.

🌟 Overall, User6909 is a sociable and driven individual who is seeking a compatible roommate to share a harmonious living arrangement with."
User2430,20,Female,Kolkata,Eggetarian,Flexible,Messy,No,"Extroverted, loves socializing, watches late-night IPL","Quiet, non-smoker, prefers early mornings","Their hobbies and interests include reading, painting, and trying out new recipes. They are studying computer science and aspire to work in the tech industry after graduation. They are looking for a roommate who is respectful of their space and belongings, and who values a peaceful living environment."
User2468,23,Other,Mumbai,Eggetarian,Flexible,Moderately Clean,No,"Introverted, enjoys quiet time, loves reading novels",Enjoys shared meals and group chats,"🏡 Preferences for a roommate:

- Preferably a non-smoker and non-drinker
- Respectful of personal space and quiet time
- Enjoys reading or is open to quiet activities
- Open to shared meals and occasional group chats

Overall, User2468 is looking for a roommate who values cleanliness, respects personal boundaries, and enjoys a peaceful living environment with occasional social interactions."
User7779,24,Male,Ahmedabad,Vegetarian,Flexible,Messy,Yes,"Spiritual, practices yoga, needs silence in mornings","Clean and organized, no frequent guests","Additionally, they prefer a roommate who is respectful of their need for silence in the mornings and is open to occasional yoga practice together. They are looking for someone who is also interested in maintaining a healthy and balanced lifestyle."
User3274,22,Female,Chennai,Non-Vegetarian,Early riser,Very Clean,Yes,"Spiritual, practices yoga, needs silence in mornings",Enjoys shared meals and group chats,"Their hobbies/interests include practicing yoga, meditation, reading spiritual books, and exploring new cuisines. They are looking for a roommate who values cleanliness, respects personal space, and enjoys engaging in meaningful conversations. They prefer a peaceful and harmonious living environment."
User7899,22,Female,Mumbai,Non-Vegetarian,Night owl,Very Clean,Occasionally,"Chatty and helpful, often invites friends over","Studious, respects space, loves cricket","🏠 Preferred Accommodation:
- Looking for a shared apartment in a safe and convenient location in Mumbai.
- Budget-friendly options preferred.

📅 Move-in Date:
- Flexible, looking to move in within the next month.

🔍 Additional Preferences:
- Would prefer a roommate who is open-minded and respectful of each other's boundaries.
- Interested in exploring new places and trying out different cuisines."
User4203,25,Male,Bangalore,Non-Vegetarian,Early riser,Moderately Clean,No,"Enjoys movies, keeps shared areas clean","Open-minded, talkative, doesn't mind visitors","🏠 Housing Preferences:
- Location: Bangalore
- Budget: Flexible
- Preferred Accommodation: Apartment or shared house
- Move-in Date: Flexible, within the next month

👥 Roommate Preferences:
- Gender: No preference
- Age: 20-30 years old
- Lifestyle: Non-smoker, non-drinker
- Personality: Open-minded, talkative, friendly
- Cleanliness: Moderately clean
- Shared Responsibilities: Willing to share household chores and expenses

📅 Availability for Meetup:
- Available for in-person or virtual meetups to get to know potential roommates
- Flexible with scheduling and open to communication

Overall, User4203 is looking for a roommate who is easy-going, sociable, and respectful of shared living spaces. They are excited to find a compatible roommate to share a comfortable and harmonious living environment in Bangalore."
User6399,25,Female,Lucknow,Eggetarian,Flexible,Very Clean,No,"Late night gamer, loves anime and group activities","Studious, respects space, loves cricket","Additional Information:
- User6399 is a student pursuing a degree in Computer Science.
- They enjoy participating in coding competitions and hackathons.
- In their free time, they like to watch movies, read manga, and play video games.
- User6399 is looking for a roommate who is responsible, friendly, and shares similar interests in technology and gaming."
User4290,25,Female,Bangalore,Non-Vegetarian,Night owl,Moderately Clean,Occasionally,"Chatty and helpful, often invites friends over","Studious, respects space, loves cricket","Overall, User4290 seems to be a social and friendly individual who enjoys having a good time with friends. They also value their personal space and cleanliness to a moderate extent. If you are a studious individual who loves cricket and can respect their space, you might be a good match as a roommate for User4290."
User4971,23,Female,Chennai,Non-Vegetarian,Night owl,Very Clean,Occasionally,"Loves cooking, listens to music while studying","Studious, respects space, loves cricket","🏡 Preferred Living Situation:
User4971 is looking for a clean and organized living space with a roommate who is respectful of personal space. They prefer a quiet and studious environment for studying.

🎯 Roommate Compatibility:
User4971 is seeking a roommate who shares similar interests in cricket and enjoys a good balance of socializing and alone time. They value a respectful and considerate roommate who values cleanliness and a peaceful living environment.

🔍 Additional Information:
User4971 is a friendly and easy-going individual who enjoys cooking and listening to music while studying. They are looking for a roommate who is responsible, considerate, and shares a love for cricket. Overall, they are seeking a harmonious living situation where both roommates can coexist peacefully and comfortably."
User9939,20,Other,Ahmedabad,Vegetarian,Flexible,Moderately Clean,Occasionally,"Loves cooking, listens to music while studying","Minimalist, prefers clean and peaceful room","🏠 Preferred Accommodation:
User9939 is looking for a shared accommodation in Ahmedabad with a minimalist roommate who values cleanliness and peace in their living space.

💼 Occupation:
User9939 is a student currently pursuing their education in Ahmedabad.

📅 Move-In Date:
User9939 is looking to move in as soon as possible.

📝 Additional Information:
User9939 enjoys cooking and listening to music while studying. They are looking for a roommate who shares similar values and preferences for a clean and peaceful living environment."
User5773,19,Female,Kolkata,Vegetarian,Flexible,Moderately Clean,Yes,"Minimalist, avoids clutter, prefers peaceful environment","Clean and organized, no frequent guests","They value privacy and respect boundaries, and prefer a roommate who is responsible and considerate. They are open to sharing household chores and maintaining a peaceful living environment together."
User7932,24,Male,Kolkata,Eggetarian,Night owl,Messy,No,"Studies long hours, needs cooperative environment","Night owl, enjoys late-night discussions","They prefer a roommate who is also a student or working professional and is respectful of their study habits. Overall, they are seeking a roommate who is understanding of their lifestyle and can provide a cooperative and supportive living environment."
User7853,26,Male,Pune,Eggetarian,Flexible,Messy,Occasionally,"Extroverted, loves socializing, watches late-night IPL","Friendly, okay with music, respects privacy","Their hobbies and interests include playing cricket, watching movies, listening to music, and trying out new food. They are currently pursuing a degree in Business Management and enjoy discussing current events and trends in the industry.

User7853 is looking for a roommate who is easy-going, respectful, and enjoys socializing. They value open communication and a supportive environment. If you think you would be a good fit as their roommate, feel free to reach out to them for more information!"
User5067,28,Other,Pune,Vegetarian,Flexible,Messy,Yes,"Enjoys movies, keeps shared areas clean","Open-minded, talkative, doesn't mind visitors","Their hobbies/interests include: Watching movies, reading, cooking, and socializing with friends.  
They prefer a roommate who is respectful of shared spaces, communicative about any issues, and open to occasional social gatherings.  
Overall, they are looking for a roommate who is easy-going and friendly."
User6432,24,Male,Delhi,Vegetarian,Night owl,Very Clean,Occasionally,"Studies long hours, needs cooperative environment","Night owl, enjoys late-night discussions","🏠 Preferred Living Arrangement:  
User6432 is looking for a roommate who values cleanliness and can provide a cooperative and supportive environment for studying. They prefer a quiet and peaceful living space conducive to late-night discussions and study sessions.

💼 Occupation:  
User6432 is a student, presumably pursuing higher education in Delhi. They are dedicated to their studies and prioritize a conducive environment for learning.

🌿 Lifestyle:  
As a vegetarian, User6432 follows a plant-based diet. They may prefer a roommate who respects their dietary choices and is open to trying vegetarian meals together.

🚬🍸 Smoking and Drinking:  
User6432 smokes and drinks occasionally. They may prefer a roommate who is understanding and respectful of their habits.

🌙 Sleep Routine:  
User6432 identifies as a ""Night owl"" and prefers staying up late. They are ideally looking for a roommate who shares similar sleep habits and enjoys late-night discussions.

Overall, User6432 is seeking a roommate who values cleanliness, respects their lifestyle choices, and can provide a supportive and cooperative environment for studying and late-night activities."
User4621,25,Female,Lucknow,Non-Vegetarian,Flexible,Messy,Occasionally,"Studies long hours, needs cooperative environment","Clean and organized, no frequent guests","They value quiet study time and a peaceful living environment. They are open to occasional socializing but prefer a roommate who respects their need for focus and concentration. They are looking for someone who is responsible, considerate, and willing to communicate openly about any issues that may arise in the shared living space."
User6651,18,Female,Mumbai,Non-Vegetarian,Night owl,Very Clean,Yes,"Focused student, prefers early mornings and chai","Non-smoker, introverted and cooperative","🏠 Preferred Accommodation:
- Location: Mumbai
- Room Type: Shared room
- Budget: Flexible

📅 Move-in Date: September 2021

👩‍💻 Academics and Work:
- Currently studying at a university in Mumbai
- Interested in pursuing a career in the field of Business Management

🌟 Interests and Hobbies:
- Reading books
- Watching movies and TV shows
- Traveling and exploring new places
- Trying out new cuisines

🤝 Roommate Preferences:
- Non-smoker
- Introverted
- Cooperative and respectful of each other's space
- Preferably a student or working professional in a similar age group

If you think we could be a good match as roommates, feel free to reach out to discuss further details and potentially plan a meeting to get to know each other better. Looking forward to finding a compatible roommate to share a living space with!"
User6110,23,Female,Hyderabad,Eggetarian,Night owl,Moderately Clean,No,"Extroverted, loves socializing, watches late-night IPL","Minimalist, prefers clean and peaceful room","They are currently pursuing a degree in Computer Science and enjoy coding in their free time. They are looking for a roommate who is respectful of their study habits and values a peaceful living environment. In their spare time, they enjoy watching movies and exploring new cafes in the city. Overall, they are a friendly and sociable individual looking for a like-minded roommate to share their living space with."
User8412,23,Male,Chennai,Vegetarian,Flexible,Very Clean,Yes,"Late night gamer, loves anime and group activities","Friendly, okay with music, respects privacy","Their hobbies include playing video games, watching anime, listening to music, and participating in group activities. They are currently pursuing a degree in Computer Science and enjoy coding in their free time.

User8412 is looking for a roommate who is friendly, enjoys music, and respects their privacy. They are open to sharing living spaces and engaging in group activities together. Their ideal roommate would be someone who is considerate and easy to get along with."
User3692,21,Other,Bangalore,Eggetarian,Early riser,Moderately Clean,Occasionally,"Spiritual, practices yoga, needs silence in mornings","Minimalist, prefers clean and peaceful room","🏠 Housing Preferences:

- Location: Bangalore
- Type of accommodation: Apartment
- Budget: Moderate
- Preferred amenities: Quiet environment, access to yoga/meditation space

📅 Availability:

- Move-in date: Flexible
- Lease duration: 6 months to 1 year

🤝 Roommate Expectations:

- Respectful of personal space
- Clean and tidy in shared spaces
- Non-smoker preferred
- Open to occasional spiritual practices together

📧 Contact Information:

- Email: user3692@example.com
- Phone: (123) 456-7890

Feel free to reach out if you think we could be a good match as roommates! 🌿🧘‍♂️"
User4798,24,Other,Bangalore,Vegetarian,Flexible,Messy,No,"Spiritual, practices yoga, needs silence in mornings","Quiet, non-smoker, prefers early mornings","They are currently studying for a degree in Environmental Science and are passionate about sustainability and protecting the environment. In their free time, they enjoy hiking, gardening, and volunteering for environmental causes. They are looking for a roommate who shares their values and is respectful of their need for a quiet and peaceful living environment."
