Name,Age,Gender,City,Food_Preference,Sleep_Schedule,Cleanliness_Level,Smoking_Drinking,Personality_Description,Ideal_Roommate
User6488,18,Other,Lucknow,Eggetarian,Flexible,Moderately Clean,Yes,"Loves cooking, listens to music while studying","Night owl, enjoys late-night discussions"
User4902,24,Female,Delhi,Vegetarian,Flexible,Moderately Clean,Yes,"Introverted, enjoys quiet time, loves reading novels","Similar sleep schedule, respectful of boundaries"
User9515,24,Other,Pune,Non-Vegetarian,Flexible,Very Clean,Occasionally,"Extroverted, loves socializing, watches late-night IPL","Night owl, enjoys late-night discussions"
User3187,28,Female,Mumbai,Eggetarian,Flexible,Very Clean,No,"Focused student, prefers early mornings and chai","Similar sleep schedule, respectful of boundaries"
User5778,22,Female,Lucknow,Eggetarian,Flexible,Moderately Clean,No,"Chatty and helpful, often invites friends over",Enjoys shared meals and group chats
User4827,19,Male,Bangalore,Eggetarian,Early riser,Very Clean,Yes,"Focused student, prefers early mornings and chai","Minimalist, prefers clean and peaceful room"
User8635,23,Female,Mumbai,Eggetarian,Night owl,Very Clean,No,"Minimalist, avoids clutter, prefers peaceful environment","Minimalist, prefers clean and peaceful room"
User5341,19,Male,Bangalore,Eggetarian,Night owl,Messy,Occasionally,"Enjoys movies, keeps shared areas clean","Quiet, non-smoker, prefers early mornings"
User4522,23,Male,Mumbai,Eggetarian,Early riser,Moderately Clean,No,"Studies long hours, needs cooperative environment","Quiet, non-smoker, prefers early mornings"
User5896,22,Male,Delhi,Non-Vegetarian,Night owl,Messy,Occasionally,"Studies long hours, needs cooperative environment","Similar sleep schedule, respectful of boundaries"
User2551,25,Male,Bangalore,Vegetarian,Early riser,Very Clean,Yes,"Focused student, prefers early mornings and chai","Similar sleep schedule, respectful of boundaries"
User7563,23,Other,Mumbai,Eggetarian,Flexible,Moderately Clean,Yes,"Introverted, enjoys quiet time, loves reading novels","Friendly, okay with music, respects privacy"
User4239,28,Female,Bangalore,Vegetarian,Night owl,Very Clean,Yes,"Chatty and helpful, often invites friends over","Quiet, non-smoker, prefers early mornings"
User3752,27,Female,Lucknow,Non-Vegetarian,Early riser,Moderately Clean,Occasionally,"Spiritual, practices yoga, needs silence in mornings","Clean and organized, no frequent guests"
User6799,21,Male,Chennai,Non-Vegetarian,Night owl,Very Clean,Yes,"Enjoys movies, keeps shared areas clean","Studious, respects space, loves cricket"
User5026,28,Female,Kolkata,Non-Vegetarian,Flexible,Moderately Clean,Yes,"Extroverted, loves socializing, watches late-night IPL",Enjoys shared meals and group chats
User7275,20,Female,Hyderabad,Eggetarian,Flexible,Very Clean,Occasionally,"Studies long hours, needs cooperative environment","Quiet, non-smoker, prefers early mornings"
User7266,23,Female,Ahmedabad,Non-Vegetarian,Night owl,Messy,Occasionally,"Late night gamer, loves anime and group activities","Open-minded, talkative, doesn't mind visitors"
User5430,20,Male,Pune,Eggetarian,Early riser,Very Clean,No,"Introverted, enjoys quiet time, loves reading novels","Minimalist, prefers clean and peaceful room"
User9674,23,Other,Hyderabad,Vegetarian,Early riser,Very Clean,Occasionally,"Loves cooking, listens to music while studying",Enjoys shared meals and group chats
User9743,18,Male,Jaipur,Non-Vegetarian,Night owl,Very Clean,Yes,"Loves cooking, listens to music while studying","Studious, respects space, loves cricket"
User6210,23,Other,Delhi,Eggetarian,Flexible,Moderately Clean,Occasionally,"Enjoys movies, keeps shared areas clean","Clean and organized, no frequent guests"
User4084,25,Other,Chennai,Vegetarian,Night owl,Very Clean,Yes,"Introverted, enjoys quiet time, loves reading novels","Similar sleep schedule, respectful of boundaries"
User4584,18,Other,Kolkata,Vegetarian,Night owl,Messy,Yes,"Focused student, prefers early mornings and chai","Non-smoker, introverted and cooperative"
User3907,23,Male,Delhi,Vegetarian,Flexible,Messy,Yes,"Extroverted, loves socializing, watches late-night IPL","Night owl, enjoys late-night discussions"
User6978,19,Female,Lucknow,Eggetarian,Early riser,Moderately Clean,No,"Late night gamer, loves anime and group activities","Clean and organized, no frequent guests"
User3580,24,Other,Kolkata,Eggetarian,Night owl,Very Clean,Occasionally,"Studies long hours, needs cooperative environment","Studious, respects space, loves cricket"
User6846,21,Other,Jaipur,Vegetarian,Night owl,Moderately Clean,Occasionally,"Minimalist, avoids clutter, prefers peaceful environment","Clean and organized, no frequent guests"
User3911,18,Other,Jaipur,Non-Vegetarian,Flexible,Very Clean,Yes,"Enjoys movies, keeps shared areas clean","Non-smoker, introverted and cooperative"
User4619,28,Other,Mumbai,Non-Vegetarian,Early riser,Moderately Clean,Occasionally,"Extroverted, loves socializing, watches late-night IPL","Similar sleep schedule, respectful of boundaries"
User6682,23,Male,Mumbai,Eggetarian,Flexible,Messy,Occasionally,"Late night gamer, loves anime and group activities","Minimalist, prefers clean and peaceful room"
User1186,22,Male,Hyderabad,Eggetarian,Early riser,Moderately Clean,No,"Extroverted, loves socializing, watches late-night IPL","Quiet, non-smoker, prefers early mornings"
User1788,24,Female,Lucknow,Vegetarian,Night owl,Moderately Clean,No,"Late night gamer, loves anime and group activities","Night owl, enjoys late-night discussions"
User7149,19,Female,Jaipur,Eggetarian,Flexible,Very Clean,Yes,"Chatty and helpful, often invites friends over","Friendly, okay with music, respects privacy"
User1547,22,Male,Pune,Non-Vegetarian,Early riser,Very Clean,No,"Focused student, prefers early mornings and chai","Open-minded, talkative, doesn't mind visitors"
User3636,19,Other,Mumbai,Non-Vegetarian,Flexible,Messy,No,"Introverted, enjoys quiet time, loves reading novels","Open-minded, talkative, doesn't mind visitors"
User3703,27,Female,Bangalore,Vegetarian,Early riser,Moderately Clean,Yes,"Loves cooking, listens to music while studying","Open-minded, talkative, doesn't mind visitors"
User9849,22,Other,Chennai,Non-Vegetarian,Early riser,Very Clean,Yes,"Spiritual, practices yoga, needs silence in mornings","Studious, respects space, loves cricket"
User9043,20,Male,Pune,Vegetarian,Night owl,Very Clean,No,"Enjoys movies, keeps shared areas clean","Minimalist, prefers clean and peaceful room"
User4271,19,Male,Hyderabad,Vegetarian,Flexible,Moderately Clean,Yes,"Chatty and helpful, often invites friends over","Friendly, okay with music, respects privacy"
User6052,24,Female,Kolkata,Eggetarian,Night owl,Very Clean,Occasionally,"Studies long hours, needs cooperative environment","Open-minded, talkative, doesn't mind visitors"
User4029,23,Female,Pune,Vegetarian,Night owl,Very Clean,No,"Chatty and helpful, often invites friends over","Minimalist, prefers clean and peaceful room"
User5315,21,Female,Jaipur,Vegetarian,Early riser,Messy,Occasionally,"Extroverted, loves socializing, watches late-night IPL","Friendly, okay with music, respects privacy"
User6632,26,Female,Jaipur,Vegetarian,Flexible,Very Clean,No,"Studies long hours, needs cooperative environment","Open-minded, talkative, doesn't mind visitors"
User9773,28,Female,Jaipur,Vegetarian,Night owl,Moderately Clean,Yes,"Spiritual, practices yoga, needs silence in mornings","Quiet, non-smoker, prefers early mornings"
User9226,27,Other,Jaipur,Eggetarian,Flexible,Very Clean,Yes,"Chatty and helpful, often invites friends over","Clean and organized, no frequent guests"
User3738,21,Male,Bangalore,Vegetarian,Night owl,Very Clean,Occasionally,"Spiritual, practices yoga, needs silence in mornings","Similar sleep schedule, respectful of boundaries"
User3422,27,Female,Pune,Eggetarian,Early riser,Very Clean,No,"Studies long hours, needs cooperative environment","Open-minded, talkative, doesn't mind visitors"
User6343,22,Other,Kolkata,Vegetarian,Flexible,Messy,Occasionally,"Studies long hours, needs cooperative environment","Open-minded, talkative, doesn't mind visitors"
User2843,24,Male,Bangalore,Eggetarian,Flexible,Messy,Yes,"Extroverted, loves socializing, watches late-night IPL","Studious, respects space, loves cricket"
User2654,22,Other,Pune,Non-Vegetarian,Night owl,Moderately Clean,Occasionally,"Chatty and helpful, often invites friends over","Studious, respects space, loves cricket"
User8750,18,Male,Chennai,Non-Vegetarian,Early riser,Messy,Occasionally,"Spiritual, practices yoga, needs silence in mornings","Quiet, non-smoker, prefers early mornings"
User7484,23,Other,Hyderabad,Vegetarian,Flexible,Moderately Clean,No,"Late night gamer, loves anime and group activities","Quiet, non-smoker, prefers early mornings"
User6535,22,Female,Chennai,Non-Vegetarian,Flexible,Messy,Yes,"Loves cooking, listens to music while studying","Clean and organized, no frequent guests"
User5923,25,Female,Chennai,Eggetarian,Night owl,Messy,Occasionally,"Extroverted, loves socializing, watches late-night IPL","Similar sleep schedule, respectful of boundaries"
User8237,21,Female,Kolkata,Eggetarian,Night owl,Very Clean,Occasionally,"Focused student, prefers early mornings and chai","Friendly, okay with music, respects privacy"
User6097,26,Female,Bangalore,Eggetarian,Flexible,Very Clean,Yes,"Loves cooking, listens to music while studying","Similar sleep schedule, respectful of boundaries"
User1944,21,Male,Kolkata,Vegetarian,Night owl,Messy,Yes,"Minimalist, avoids clutter, prefers peaceful environment","Non-smoker, introverted and cooperative"
User8605,26,Female,Mumbai,Eggetarian,Early riser,Very Clean,No,"Chatty and helpful, often invites friends over","Studious, respects space, loves cricket"
User8308,20,Female,Jaipur,Eggetarian,Night owl,Moderately Clean,Yes,"Minimalist, avoids clutter, prefers peaceful environment","Friendly, okay with music, respects privacy"
User5670,18,Female,Delhi,Vegetarian,Flexible,Very Clean,Yes,"Loves cooking, listens to music while studying","Similar sleep schedule, respectful of boundaries"
User5408,28,Female,Ahmedabad,Vegetarian,Flexible,Very Clean,No,"Focused student, prefers early mornings and chai","Clean and organized, no frequent guests"
User1138,21,Female,Jaipur,Non-Vegetarian,Flexible,Messy,Occasionally,"Minimalist, avoids clutter, prefers peaceful environment","Open-minded, talkative, doesn't mind visitors"
User7168,23,Female,Chennai,Vegetarian,Night owl,Moderately Clean,Occasionally,"Studies long hours, needs cooperative environment","Studious, respects space, loves cricket"
User7506,27,Male,Delhi,Eggetarian,Flexible,Moderately Clean,Occasionally,"Enjoys movies, keeps shared areas clean","Studious, respects space, loves cricket"
User5631,22,Other,Mumbai,Non-Vegetarian,Early riser,Moderately Clean,No,"Late night gamer, loves anime and group activities",Enjoys shared meals and group chats
User5278,28,Other,Chennai,Vegetarian,Early riser,Messy,Yes,"Introverted, enjoys quiet time, loves reading novels","Studious, respects space, loves cricket"
User7620,28,Female,Bangalore,Eggetarian,Early riser,Messy,No,"Minimalist, avoids clutter, prefers peaceful environment",Enjoys shared meals and group chats
User7857,24,Female,Delhi,Eggetarian,Flexible,Messy,Yes,"Late night gamer, loves anime and group activities","Similar sleep schedule, respectful of boundaries"
User9759,28,Female,Pune,Eggetarian,Night owl,Very Clean,Occasionally,"Studies long hours, needs cooperative environment","Clean and organized, no frequent guests"
User5813,19,Female,Bangalore,Eggetarian,Night owl,Messy,Occasionally,"Focused student, prefers early mornings and chai","Non-smoker, introverted and cooperative"
User2463,21,Female,Hyderabad,Eggetarian,Night owl,Moderately Clean,No,"Late night gamer, loves anime and group activities",Enjoys shared meals and group chats
User5817,25,Male,Kolkata,Vegetarian,Flexible,Messy,Occasionally,"Enjoys movies, keeps shared areas clean","Friendly, okay with music, respects privacy"
User8736,21,Other,Mumbai,Eggetarian,Night owl,Messy,No,"Spiritual, practices yoga, needs silence in mornings","Quiet, non-smoker, prefers early mornings"
User3470,20,Male,Pune,Non-Vegetarian,Flexible,Moderately Clean,Yes,"Late night gamer, loves anime and group activities","Clean and organized, no frequent guests"
User2324,25,Female,Bangalore,Non-Vegetarian,Flexible,Very Clean,Yes,"Chatty and helpful, often invites friends over",Enjoys shared meals and group chats
User4430,20,Other,Bangalore,Non-Vegetarian,Early riser,Very Clean,Occasionally,"Spiritual, practices yoga, needs silence in mornings","Open-minded, talkative, doesn't mind visitors"
User7609,24,Female,Lucknow,Vegetarian,Early riser,Messy,Yes,"Late night gamer, loves anime and group activities","Quiet, non-smoker, prefers early mornings"
User6279,26,Male,Delhi,Eggetarian,Early riser,Messy,Occasionally,"Loves cooking, listens to music while studying","Similar sleep schedule, respectful of boundaries"
User6641,22,Male,Mumbai,Non-Vegetarian,Flexible,Messy,No,"Focused student, prefers early mornings and chai","Friendly, okay with music, respects privacy"
User1749,22,Female,Kolkata,Eggetarian,Flexible,Messy,Occasionally,"Late night gamer, loves anime and group activities","Open-minded, talkative, doesn't mind visitors"
User3192,23,Female,Pune,Vegetarian,Early riser,Moderately Clean,Yes,"Loves cooking, listens to music while studying","Similar sleep schedule, respectful of boundaries"
User3149,21,Other,Delhi,Eggetarian,Flexible,Very Clean,Yes,"Late night gamer, loves anime and group activities","Quiet, non-smoker, prefers early mornings"
User7147,28,Female,Ahmedabad,Eggetarian,Early riser,Messy,Yes,"Extroverted, loves socializing, watches late-night IPL","Quiet, non-smoker, prefers early mornings"
User1790,19,Female,Kolkata,Non-Vegetarian,Early riser,Messy,No,"Chatty and helpful, often invites friends over","Clean and organized, no frequent guests"
User4366,28,Other,Delhi,Non-Vegetarian,Night owl,Messy,Yes,"Studies long hours, needs cooperative environment",Enjoys shared meals and group chats
User3247,24,Male,Ahmedabad,Eggetarian,Flexible,Very Clean,No,"Extroverted, loves socializing, watches late-night IPL","Friendly, okay with music, respects privacy"
User9154,21,Other,Hyderabad,Non-Vegetarian,Flexible,Very Clean,No,"Spiritual, practices yoga, needs silence in mornings",Enjoys shared meals and group chats
User3627,18,Other,Kolkata,Vegetarian,Flexible,Moderately Clean,No,"Loves cooking, listens to music while studying","Quiet, non-smoker, prefers early mornings"
User1208,28,Male,Mumbai,Eggetarian,Flexible,Moderately Clean,Yes,"Extroverted, loves socializing, watches late-night IPL","Night owl, enjoys late-night discussions"
User2229,19,Female,Hyderabad,Non-Vegetarian,Night owl,Moderately Clean,No,"Introverted, enjoys quiet time, loves reading novels","Friendly, okay with music, respects privacy"
User3862,18,Female,Pune,Eggetarian,Night owl,Moderately Clean,Occasionally,"Extroverted, loves socializing, watches late-night IPL","Friendly, okay with music, respects privacy"
User1751,18,Male,Bangalore,Non-Vegetarian,Night owl,Moderately Clean,Occasionally,"Minimalist, avoids clutter, prefers peaceful environment","Friendly, okay with music, respects privacy"
User7105,23,Male,Mumbai,Non-Vegetarian,Night owl,Moderately Clean,No,"Spiritual, practices yoga, needs silence in mornings","Minimalist, prefers clean and peaceful room"
User7909,28,Male,Mumbai,Vegetarian,Flexible,Messy,Yes,"Focused student, prefers early mornings and chai","Friendly, okay with music, respects privacy"
User7816,27,Female,Jaipur,Eggetarian,Night owl,Very Clean,Occasionally,"Spiritual, practices yoga, needs silence in mornings","Non-smoker, introverted and cooperative"
User1472,28,Other,Bangalore,Non-Vegetarian,Night owl,Very Clean,No,"Chatty and helpful, often invites friends over","Quiet, non-smoker, prefers early mornings"
User2037,22,Other,Pune,Vegetarian,Flexible,Messy,Occasionally,"Enjoys movies, keeps shared areas clean","Studious, respects space, loves cricket"
User4669,28,Female,Ahmedabad,Eggetarian,Flexible,Messy,Occasionally,"Extroverted, loves socializing, watches late-night IPL","Open-minded, talkative, doesn't mind visitors"
User5072,25,Female,Lucknow,Vegetarian,Flexible,Messy,Yes,"Introverted, enjoys quiet time, loves reading novels","Clean and organized, no frequent guests"
User9283,25,Female,Bangalore,Vegetarian,Night owl,Moderately Clean,Yes,"Late night gamer, loves anime and group activities",Enjoys shared meals and group chats
User1824,26,Male,Ahmedabad,Eggetarian,Night owl,Moderately Clean,Yes,"Extroverted, loves socializing, watches late-night IPL","Minimalist, prefers clean and peaceful room"
User8277,27,Female,Mumbai,Non-Vegetarian,Night owl,Moderately Clean,Yes,"Chatty and helpful, often invites friends over","Quiet, non-smoker, prefers early mornings"
User2681,24,Female,Delhi,Eggetarian,Flexible,Very Clean,Yes,"Enjoys movies, keeps shared areas clean","Studious, respects space, loves cricket"
User5990,26,Other,Hyderabad,Eggetarian,Flexible,Moderately Clean,No,"Late night gamer, loves anime and group activities","Quiet, non-smoker, prefers early mornings"
User4652,25,Female,Ahmedabad,Eggetarian,Flexible,Moderately Clean,Occasionally,"Late night gamer, loves anime and group activities","Minimalist, prefers clean and peaceful room"
User2868,19,Other,Hyderabad,Vegetarian,Night owl,Moderately Clean,Occasionally,"Minimalist, avoids clutter, prefers peaceful environment","Night owl, enjoys late-night discussions"
User9552,23,Other,Mumbai,Vegetarian,Early riser,Moderately Clean,Yes,"Spiritual, practices yoga, needs silence in mornings","Friendly, okay with music, respects privacy"
User5166,27,Male,Hyderabad,Vegetarian,Night owl,Very Clean,No,"Loves cooking, listens to music while studying","Non-smoker, introverted and cooperative"
User2765,24,Male,Jaipur,Vegetarian,Night owl,Moderately Clean,Occasionally,"Enjoys movies, keeps shared areas clean","Night owl, enjoys late-night discussions"
User3205,25,Male,Ahmedabad,Eggetarian,Early riser,Messy,No,"Enjoys movies, keeps shared areas clean","Minimalist, prefers clean and peaceful room"
User9328,20,Other,Jaipur,Vegetarian,Flexible,Very Clean,Yes,"Spiritual, practices yoga, needs silence in mornings","Studious, respects space, loves cricket"
User6273,26,Female,Lucknow,Eggetarian,Flexible,Very Clean,No,"Spiritual, practices yoga, needs silence in mornings","Non-smoker, introverted and cooperative"
User5819,25,Male,Bangalore,Non-Vegetarian,Flexible,Messy,Occasionally,"Studies long hours, needs cooperative environment",Enjoys shared meals and group chats
User9975,23,Other,Ahmedabad,Eggetarian,Early riser,Very Clean,Yes,"Enjoys movies, keeps shared areas clean",Enjoys shared meals and group chats
User6657,28,Male,Bangalore,Eggetarian,Flexible,Messy,Occasionally,"Late night gamer, loves anime and group activities","Friendly, okay with music, respects privacy"
User6771,26,Female,Jaipur,Eggetarian,Flexible,Messy,No,"Studies long hours, needs cooperative environment",Enjoys shared meals and group chats
User7920,18,Other,Mumbai,Vegetarian,Night owl,Very Clean,Yes,"Introverted, enjoys quiet time, loves reading novels","Similar sleep schedule, respectful of boundaries"
User5374,20,Female,Chennai,Vegetarian,Early riser,Messy,No,"Loves cooking, listens to music while studying","Night owl, enjoys late-night discussions"
User1529,23,Female,Mumbai,Eggetarian,Flexible,Messy,Occasionally,"Loves cooking, listens to music while studying","Night owl, enjoys late-night discussions"
User7371,21,Other,Chennai,Eggetarian,Flexible,Very Clean,No,"Spiritual, practices yoga, needs silence in mornings","Open-minded, talkative, doesn't mind visitors"
User6122,26,Male,Delhi,Eggetarian,Night owl,Very Clean,Occasionally,"Chatty and helpful, often invites friends over","Similar sleep schedule, respectful of boundaries"
User7025,27,Other,Jaipur,Vegetarian,Flexible,Very Clean,No,"Chatty and helpful, often invites friends over","Clean and organized, no frequent guests"
User2220,20,Male,Ahmedabad,Vegetarian,Night owl,Very Clean,No,"Minimalist, avoids clutter, prefers peaceful environment","Night owl, enjoys late-night discussions"
User5329,20,Male,Jaipur,Non-Vegetarian,Early riser,Moderately Clean,No,"Focused student, prefers early mornings and chai","Quiet, non-smoker, prefers early mornings"
User3518,23,Other,Delhi,Eggetarian,Flexible,Messy,No,"Chatty and helpful, often invites friends over","Studious, respects space, loves cricket"
User6866,19,Other,Pune,Eggetarian,Early riser,Very Clean,Occasionally,"Extroverted, loves socializing, watches late-night IPL","Night owl, enjoys late-night discussions"
User3611,24,Other,Ahmedabad,Non-Vegetarian,Early riser,Moderately Clean,Yes,"Loves cooking, listens to music while studying","Non-smoker, introverted and cooperative"
User6424,23,Female,Hyderabad,Eggetarian,Flexible,Moderately Clean,Occasionally,"Introverted, enjoys quiet time, loves reading novels","Friendly, okay with music, respects privacy"
